grid_id,analysis_status,missing_fields,heat_score,elderly_score,farmland_score,coverage_gap_score,vulnerability_score,risk_level,installation_need_score,installation_rank,blind_spot,main_factors
라마43a28b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마43a29a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마43a29b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마43b18a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마43b18b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마43b19a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마43b19b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마43b20a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마43b20b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마43b21a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마43b21b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마43b22a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마43b22b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마43b23a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마43b23b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마43b24a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마43b24b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마43b25a,OK,[],50.0,0.0,0.0,37.0,16.67,LOW,21.75,949.0,False,"[""HIGH_HEAT""]"
라마43b25b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마43b26a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마43b26b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마43b27a,OK,[],50.0,73.98,42.58,32.41,55.52,HIGH,49.74,357.0,True,"[""HIGH_ELDERLY_RATIO"",""HIGH_HEAT""]"
라마43b27b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마43b28a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마43b28b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마43b29a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마43b29b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마43b30a,OK,[],50.0,100.0,2.52,100.0,50.84,HIGH,63.13,66.0,True,"[""HIGH_ELDERLY_RATIO"",""LOW_SHELTER_ACCESSIBILITY"",""HIGH_HEAT""]"
라마43b30b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마43b31a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마43b31b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마44a16b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마44a17a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마44a17b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마44a18a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마44a18b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마44a19a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마44a19b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마44a20a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마44a20b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마44a21a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마44a21b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마44a22a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마44a22b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마44a23a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마44a23b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마44a24a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마44a24b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마44a25a,OK,[],50.0,87.5,29.33,29.98,55.61,HIGH,49.2,373.0,True,"[""HIGH_ELDERLY_RATIO"",""HIGH_HEAT""]"
라마44a25b,OK,[],50.0,0.0,20.84,15.05,23.61,LOW,21.47,951.0,False,"[""HIGH_HEAT""]"
라마44a26a,OK,[],50.0,82.8,21.7,3.88,51.5,HIGH,39.59,652.0,True,"[""HIGH_ELDERLY_RATIO"",""HIGH_HEAT""]"
라마44a26b,OK,[],50.0,85.26,65.8,10.02,67.02,HIGH,52.77,276.0,True,"[""HIGH_ELDERLY_RATIO"",""HIGH_FARMLAND_RATIO"",""HIGH_HEAT""]"
라마44a27a,OK,[],50.0,64.17,59.67,24.35,57.95,HIGH,49.55,361.0,True,"[""HIGH_ELDERLY_RATIO"",""HIGH_FARMLAND_RATIO"",""HIGH_HEAT""]"
라마44a27b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마44a28a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마44a28b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마44a29a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마44a29b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마44a30a,OK,[],50.0,0.0,13.39,100.0,21.13,LOW,40.85,610.0,False,"[""LOW_SHELTER_ACCESSIBILITY"",""HIGH_HEAT""]"
라마44a30b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마44a31a,OK,[],50.0,85.56,4.9,100.0,46.82,MODERATE,60.12,105.0,False,"[""LOW_SHELTER_ACCESSIBILITY"",""HIGH_ELDERLY_RATIO"",""HIGH_HEAT""]"
라마44a31b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마44a32a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마44a32b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마44a33a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마44a33b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마44a34a,OK,[],50.0,97.22,16.45,100.0,54.56,HIGH,65.92,24.0,True,"[""LOW_SHELTER_ACCESSIBILITY"",""HIGH_ELDERLY_RATIO"",""HIGH_HEAT""]"
라마44a34b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마44b16a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마44b16b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마44b17a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마44b17b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마44b18a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마44b18b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마44b19a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마44b19b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마44b20a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마44b20b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마44b21a,OK,[],50.0,66.67,9.25,72.25,41.97,MODERATE,49.54,362.0,False,"[""LOW_SHELTER_ACCESSIBILITY"",""HIGH_ELDERLY_RATIO"",""HIGH_HEAT""]"
라마44b21b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마44b22a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마44b22b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마44b23a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마44b23b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마44b24a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마44b24b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마44b25a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마44b25b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마44b26a,OK,[],50.0,77.78,71.1,1.0,66.29,HIGH,49.97,349.0,False,"[""HIGH_ELDERLY_RATIO"",""HIGH_FARMLAND_RATIO"",""HIGH_HEAT""]"
라마44b26b,OK,[],50.0,71.14,61.26,8.42,60.8,HIGH,47.7,411.0,True,"[""HIGH_ELDERLY_RATIO"",""HIGH_FARMLAND_RATIO"",""HIGH_HEAT""]"
라마44b27a,OK,[],50.0,87.5,9.25,23.53,48.92,MODERATE,42.57,562.0,False,"[""HIGH_ELDERLY_RATIO"",""HIGH_HEAT""]"
라마44b27b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마44b28a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마44b28b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마44b29a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마44b29b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마44b30a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마44b30b,OK,[],50.0,0.0,3.22,100.0,17.74,LOW,38.3,691.0,False,"[""LOW_SHELTER_ACCESSIBILITY"",""HIGH_HEAT""]"
라마44b31a,OK,[],50.0,67.54,22.06,100.0,46.53,MODERATE,59.9,107.0,False,"[""LOW_SHELTER_ACCESSIBILITY"",""HIGH_ELDERLY_RATIO"",""HIGH_HEAT""]"
라마44b31b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마44b32a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마44b32b,OK,[],50.0,92.53,55.99,100.0,66.17,HIGH,74.63,1.0,True,"[""LOW_SHELTER_ACCESSIBILITY"",""HIGH_ELDERLY_RATIO"",""HIGH_FARMLAND_RATIO""]"
라마44b33a,OK,[],50.0,73.68,12.35,100.0,45.34,MODERATE,59.01,120.0,False,"[""LOW_SHELTER_ACCESSIBILITY"",""HIGH_ELDERLY_RATIO"",""HIGH_HEAT""]"
라마44b33b,OK,[],50.0,66.67,18.19,100.0,44.95,MODERATE,58.72,126.0,False,"[""LOW_SHELTER_ACCESSIBILITY"",""HIGH_ELDERLY_RATIO"",""HIGH_HEAT""]"
라마44b34a,OK,[],50.0,0.0,23.66,100.0,24.55,LOW,43.41,544.0,False,"[""LOW_SHELTER_ACCESSIBILITY"",""HIGH_HEAT""]"
라마44b34b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마45a15b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마45a16a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마45a16b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마45a17a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마45a17b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마45a18a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마45a18b,OK,[],50.0,79.94,32.52,46.33,54.15,HIGH,52.2,289.0,True,"[""HIGH_ELDERLY_RATIO"",""HIGH_HEAT""]"
라마45a19a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마45a19b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마45a20a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마45a20b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마45a21a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마45a21b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마45a22a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마45a22b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마45a23a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마45a23b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마45a24a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마45a24b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마45a25a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마45a25b,OK,[],50.0,69.27,33.52,23.17,50.93,HIGH,43.99,521.0,True,"[""HIGH_ELDERLY_RATIO"",""HIGH_HEAT""]"
라마45a26a,OK,[],50.0,75.49,45.64,16.47,57.04,HIGH,46.9,446.0,True,"[""HIGH_ELDERLY_RATIO"",""HIGH_HEAT""]"
라마45a26b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마45a27a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마45a27b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마45a28a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마45a28b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마45a29a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마45a29b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마45a30a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마45a30b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마45a31a,OK,[],50.0,0.0,0.0,100.0,16.67,LOW,37.5,711.0,False,"[""LOW_SHELTER_ACCESSIBILITY"",""HIGH_HEAT""]"
라마45a31b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마45a32a,OK,[],50.0,80.77,1.72,100.0,44.16,MODERATE,58.12,147.0,False,"[""LOW_SHELTER_ACCESSIBILITY"",""HIGH_ELDERLY_RATIO"",""HIGH_HEAT""]"
라마45a32b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마45a33a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마45a33b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마45a34a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마45a34b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마45a35b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마45a36a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마45b16a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마45b16b,OK,[],50.0,85.96,24.39,45.89,53.45,HIGH,51.56,302.0,True,"[""HIGH_ELDERLY_RATIO"",""HIGH_HEAT""]"
라마45b17a,OK,[],50.0,0.0,18.1,59.13,22.7,LOW,31.81,828.0,False,"[""LOW_SHELTER_ACCESSIBILITY"",""HIGH_HEAT""]"
라마45b17b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마45b18a,OK,[],50.0,89.74,32.69,46.63,57.48,HIGH,54.77,225.0,True,"[""HIGH_ELDERLY_RATIO"",""HIGH_HEAT""]"
라마45b18b,OK,[],50.0,58.33,45.69,34.01,51.34,HIGH,47.01,437.0,True,"[""HIGH_ELDERLY_RATIO"",""HIGH_HEAT""]"
라마45b19a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마45b19b,OK,[],50.0,85.96,22.8,21.92,52.92,HIGH,45.17,495.0,True,"[""HIGH_ELDERLY_RATIO"",""HIGH_HEAT""]"
라마45b20a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마45b20b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마45b21a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마45b21b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마45b22a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마45b22b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마45b23a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마45b23b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마45b24a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마45b24b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마45b25a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마45b25b,OK,[],50.0,63.64,24.39,36.58,46.01,MODERATE,43.65,536.0,False,"[""HIGH_ELDERLY_RATIO"",""HIGH_HEAT""]"
라마45b26a,OK,[],50.0,0.0,9.48,32.3,19.83,LOW,22.95,930.0,False,"[""HIGH_HEAT""]"
라마45b26b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마45b27a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마45b27b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마45b28a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마45b28b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마45b29a,OK,[],50.0,93.33,9.83,94.08,51.05,HIGH,61.81,79.0,True,"[""LOW_SHELTER_ACCESSIBILITY"",""HIGH_ELDERLY_RATIO"",""HIGH_HEAT""]"
라마45b29b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마45b30a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마45b30b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마45b31a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마45b31b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마45b32a,OK,[],50.0,71.01,7.04,100.0,42.68,MODERATE,57.01,172.0,False,"[""LOW_SHELTER_ACCESSIBILITY"",""HIGH_ELDERLY_RATIO"",""HIGH_HEAT""]"
라마45b32b,OK,[],50.0,61.4,50.62,100.0,54.01,HIGH,65.5,32.0,True,"[""LOW_SHELTER_ACCESSIBILITY"",""HIGH_ELDERLY_RATIO"",""HIGH_FARMLAND_RATIO""]"
라마45b33a,OK,[],50.0,43.33,49.15,100.0,47.49,MODERATE,60.62,98.0,False,"[""LOW_SHELTER_ACCESSIBILITY"",""HIGH_HEAT""]"
라마45b33b,OK,[],50.0,58.33,27.2,100.0,45.18,MODERATE,58.88,121.0,False,"[""LOW_SHELTER_ACCESSIBILITY"",""HIGH_ELDERLY_RATIO"",""HIGH_HEAT""]"
라마45b34a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마45b34b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마45b35a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마45b35b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마45b36a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마45b36b,OK,[],50.0,100.0,15.07,100.0,55.02,HIGH,66.27,23.0,True,"[""HIGH_ELDERLY_RATIO"",""LOW_SHELTER_ACCESSIBILITY"",""HIGH_HEAT""]"
라마45b37a,OK,[],50.0,100.0,2.89,100.0,50.96,HIGH,63.22,65.0,True,"[""HIGH_ELDERLY_RATIO"",""LOW_SHELTER_ACCESSIBILITY"",""HIGH_HEAT""]"
라마45b37b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마46a15a,OK,[],50.0,0.0,14.26,11.65,21.42,LOW,18.98,974.0,False,"[""HIGH_HEAT""]"
라마46a15b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마46a16a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마46a16b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마46a17a,OK,[],50.0,77.78,63.16,52.92,63.65,HIGH,60.97,89.0,True,"[""HIGH_ELDERLY_RATIO"",""HIGH_FARMLAND_RATIO"",""LOW_SHELTER_ACCESSIBILITY""]"
