grid_id,region_code,region_name,grid_area_m2,analysis_area_m2,centroid_x,centroid_y,longitude,latitude,nearest_shelter_distance_m,current_covered,farmland_area_m2,farmland_ratio,population,elderly_population,elderly_ratio
라마42b23b,48890450,대병면,250000.0,250000.0,1042750.0,1723750.0,127.97141926022915,35.50874088811821,3155.011958618928,False,0.0,0.0,,,
라마42b24a,48890450,대병면,250000.0,250000.0,1042750.0,1724250.0,127.97144561248368,35.51324907441731,2758.9442892389825,False,0.0,0.0,,,
라마42b24b,48890450,대병면,250000.0,250000.0,1042750.0,1724750.0,127.9714719705906,35.5177572573234,2401.9672610633866,False,0.0,0.0,,,
라마42b25a,48890450,대병면,250000.0,250000.0,1042750.0,1725250.0,127.9714983345512,35.522265436836285,2104.0722077239407,False,0.0,0.0,,,
라마42b25b,48890450,대병면,250000.0,250000.0,1042750.0,1725750.0,127.9715247043668,35.52677361295579,1893.354955472494,False,8271.380973446368,0.0330855238937854,,,
라마42b26a,48890450,대병면,250000.0,250000.0,1042750.0,1726250.0,127.9715510800387,35.5312817856817,1800.6849028933968,False,1128.0425327092748,0.004512170130837,,,
라마42b26b,48890450,대병면,250000.0,250000.0,1042750.0,1726750.0,127.9715774615682,35.535789955013875,1843.94665096476,False,14949.643034954606,0.0597985721398184,16.0,7.0,0.4375
라마42b27a,48890450,대병면,250000.0,250000.0,1042750.0,1727250.0,127.97160384895662,35.54029812095209,2014.4012469466215,False,56613.72781880004,0.2264549112752001,6.0,0.0,0.0
라마42b27b,48890450,대병면,250000.0,250000.0,1042750.0,1727750.0,127.97163024220524,35.544806283496186,2283.7437500288984,False,23618.656335334173,0.0944746253413366,0.0,,
라마42b28a,48890450,대병면,250000.0,250000.0,1042750.0,1728250.0,127.97165664131543,35.54931444264597,2621.670964841318,False,0.0,0.0,,,
라마42b28b,48890450,대병면,250000.0,231281.46516922727,1042750.0,1728750.0,127.9716830462884,35.553822598401275,3005.134236600415,False,0.0,0.0,,,
라마43a19b,48890440,가회면,250000.0,169325.87541700073,1043250.0,1719750.0,127.97671969563793,35.47265363343155,3375.377686580286,False,0.0,0.0,,,
라마43a20a,48890440,가회면,250000.0,226394.50049199507,1043250.0,1720250.0,127.976746308749,35.477161843286424,3425.954358604676,False,0.0,0.0,,,
라마43a20b,48890440,가회면,250000.0,192844.5342169728,1043250.0,1720750.0,127.97677292777036,35.48167004974937,3546.9919660778296,False,0.0,0.0,,,
라마43a21a,48890440,가회면,250000.0,163464.26802702085,1043250.0,1721250.0,127.9767995527033,35.4861782528202,3731.640490132853,False,0.0,0.0,,,
라마43a21b,48890440,가회면,250000.0,197143.72948836617,1043250.0,1721750.0,127.9768261835492,35.49068645249869,3971.0363241573664,False,0.0,0.0,,,
라마43a22a,48890440,가회면,250000.0,236541.69056602736,1043250.0,1722250.0,127.9768528203093,35.495194648784704,4255.950919354632,False,0.0,0.0,,,
라마43a22b,48890450,대병면,250000.0,250000.0,1043250.0,1722750.0,127.97687946298498,35.49970284167805,3819.743158430451,False,0.0,0.0,,,
라마43a23a,48890450,대병면,250000.0,250000.0,1043250.0,1723250.0,127.9769061115775,35.504211031178514,3353.8203482703407,False,0.0,0.0,,,
라마43a23b,48890450,대병면,250000.0,250000.0,1043250.0,1723750.0,127.97693276608824,35.50871921728594,2899.2730227710776,False,0.0,0.0,,,
라마43a24a,48890450,대병면,250000.0,250000.0,1043250.0,1724250.0,127.97695942651843,35.51322740000013,2462.4088191573906,False,0.0,0.0,,,
라마43a24b,48890450,대병면,250000.0,250000.0,1043250.0,1724750.0,127.97698609286952,35.51773557932091,2054.5389567394545,False,0.0,0.0,,,
라마43a25a,48890450,대병면,250000.0,250000.0,1043250.0,1725250.0,127.9770127651427,35.522243755248084,1696.7037033188783,False,0.0,0.0,,,
라마43a25b,48890450,대병면,250000.0,250000.0,1043250.0,1725750.0,127.97703944333938,35.52675192778148,1427.0517120805218,False,0.0,0.0,,,
라마43a26a,48890450,대병면,250000.0,250000.0,1043250.0,1726250.0,127.97706612746082,35.5312600969209,1301.5950680022954,False,0.0,0.0,,,
라마43a26b,48890450,대병면,250000.0,250000.0,1043250.0,1726750.0,127.97709281750836,35.53576826266617,1360.8169800321614,False,15723.74662714929,0.0628949865085971,9.0,0.0,0.0
라마43a27a,48890450,대병면,250000.0,250000.0,1043250.0,1727250.0,127.97711951348332,35.540276425017105,1584.138878141624,False,19981.14983353264,0.0799245993341305,13.0,6.0,0.4615384615384615
라마43a27b,48890450,대병면,250000.0,250000.0,1043250.0,1727750.0,127.97714621538702,35.54478458397352,1914.98540917046,False,11050.305728427558,0.0442012229137102,0.0,0.0,
라마43a28a,48890450,대병면,250000.0,250000.0,1043250.0,1728250.0,127.97717292322082,35.54929273953523,2307.561970875692,False,1196.7691782058123,0.0047870767128232,,,
라마43a28b,48890450,대병면,250000.0,250000.0,1043250.0,1728750.0,127.97719963698596,35.55380089170206,2735.41868486849,False,0.0,0.0,,,
라마43a29a,48890310,봉산면,250000.0,248922.42373913084,1043250.0,1729250.0,127.97722635668389,35.558309040473816,3184.366265620776,False,0.0,0.0,,,
라마43a29b,48890310,봉산면,250000.0,221873.92252307912,1043250.0,1729750.0,127.97725308231576,35.56281718585032,3646.623321062865,False,0.0,0.0,,,
라마43b18a,48890440,가회면,250000.0,148314.55798864132,1043750.0,1718250.0,127.982150006287,35.45910710059,3199.5530079549803,False,0.0,0.0,,,
라마43b18b,48890440,가회면,250000.0,249542.07289687105,1043750.0,1718750.0,127.98217690909772,35.46361531699737,3013.491030498026,False,0.0,0.0,,,
라마43b19a,48890440,가회면,250000.0,250000.0,1043750.0,1719250.0,127.982203817883,35.46812353001296,2902.6051972444243,False,0.0,0.0,,,
라마43b19b,48890440,가회면,250000.0,250000.0,1043750.0,1719750.0,127.98223073264424,35.472631739636576,2875.6052704167582,False,0.0,0.0,,,
라마43b20a,48890440,가회면,250000.0,250000.0,1043750.0,1720250.0,127.98225765338276,35.47713994586805,2934.80738915298,False,0.0,0.0,,,
라마43b20b,48890440,가회면,250000.0,250000.0,1043750.0,1720750.0,127.9822845800999,35.48164814870719,3075.2370886819795,False,0.0,0.0,,,
라마43b21a,48890440,가회면,250000.0,250000.0,1043750.0,1721250.0,127.98231151279694,35.4861563481538,3286.498424126126,False,0.0,0.0,,,
라마43b21b,48890440,가회면,250000.0,250000.0,1043750.0,1721750.0,127.98233845147529,35.49066454420769,3555.9894026785005,False,1020.7434046154024,0.0040829736184616,0.0,,
라마43b22a,48890440,가회면,250000.0,250000.0,1043750.0,1722250.0,127.98236539613616,35.495172736868696,3871.569368116771,False,0.0,0.0,,,
라마43b22b,48890440,가회면,250000.0,250000.0,1043750.0,1722750.0,127.982392346781,35.499680926136634,3679.962146261281,False,0.0,0.0,,,
라마43b23a,48890450,대병면,250000.0,250000.0,1043750.0,1723250.0,127.9824193034111,35.5041891120113,3193.7117167978527,False,0.0,0.0,,,
라마43b23b,48890450,대병면,250000.0,250000.0,1043750.0,1723750.0,127.9824462660278,35.50869729449252,2712.4652370321432,False,0.0,0.0,,,
라마43b24a,48890450,대병면,250000.0,250000.0,1043750.0,1724250.0,127.98247323463244,35.5132054735801,2239.451002858467,False,16208.807040305395,0.0648352281612215,,,
라마43b24b,48890450,대병면,250000.0,250000.0,1043750.0,1724750.0,127.98250020922627,35.51771364927389,1781.2394354212304,False,16863.51893034429,0.0674540757213771,0.0,0.0,
라마43b25a,48890450,대병면,250000.0,250000.0,1043750.0,1725250.0,127.98252718981075,35.52222182157366,1352.9549358333024,False,4813.771898816819,0.0192550875952672,7.0,0.0,0.0
라마43b25b,48890450,대병면,250000.0,250000.0,1043750.0,1725750.0,127.98255417638718,35.52672999047926,994.0624681033114,False,0.0,0.0,,,
라마43b26a,48890450,대병면,250000.0,250000.0,1043750.0,1726250.0,127.98258116895684,35.531238155990486,803.6375567303949,False,1631.258821397667,0.0065250352855906,,,
라마43b26b,48890450,대병면,250000.0,250000.0,1043750.0,1726750.0,127.9826081675211,35.535746318107165,896.3852155650216,False,12193.76218161906,0.0487750487264762,0.0,0.0,
라마43b27a,48890450,대병면,250000.0,250000.0,1043750.0,1727250.0,127.98263517208127,35.54025447682911,1208.7926152899436,False,64686.15612683888,0.2587446245073555,41.0,26.0,0.6341463414634146
라마43b27b,48890450,대병면,250000.0,250000.0,1043750.0,1727750.0,127.98266218263876,35.544762632156136,1618.2869704954846,False,41479.16850797377,0.165916674031895,,,
라마43b28a,48890450,대병면,250000.0,250000.0,1043750.0,1728250.0,127.98268919919484,35.54927078408805,2067.97626944107,False,5645.044504756332,0.0225801780190253,0.0,0.0,
라마43b28b,48890450,대병면,250000.0,250000.0,1043750.0,1728750.0,127.98271622175083,35.553778932624695,2536.572290132366,False,638.2698938988256,0.0025530795755953,0.0,0.0,
라마43b29a,48890450,대병면,250000.0,250000.0,1043750.0,1729250.0,127.98274325030812,35.558287077765854,3015.2731410542738,False,26.783991786485466,0.0001071359671459,,,
라마43b29b,48890310,봉산면,250000.0,249994.18845167183,1043750.0,1729750.0,127.98277028486808,35.56279521951137,3499.9350347198247,False,607.4910325811463,0.0024300206190536,,,
라마43b30a,48890310,봉산면,250000.0,208684.87233826204,1043750.0,1730250.0,127.98279732543196,35.56730335786106,3988.3854351548334,False,7474.120438618022,0.0358153437519086,8.0,7.0,0.875
라마43b30b,48890310,봉산면,250000.0,242911.65194414087,1043750.0,1730750.0,127.98282437200112,35.57181149281471,4479.385171142482,False,0.0,0.0,,,
라마43b31a,48890310,봉산면,250000.0,245723.93865730017,1043750.0,1731250.0,127.98285142457696,35.576319624372175,4972.179063906198,False,2393.4484398019968,0.0097403958803542,,,
라마43b31b,48890310,봉산면,250000.0,188894.47923812736,1043750.0,1731750.0,127.98287848316076,35.58082775253323,5466.281896832898,False,2244.92722567028,0.0118845571068291,,,
라마44a16b,48890440,가회면,250000.0,119543.68774512956,1044250.0,1716750.0,127.98757852039545,35.445560307578944,2819.4123683021203,False,0.0,0.0,,,
라마44a17a,48890440,가회면,250000.0,182727.5954978416,1044250.0,1717250.0,127.9876057125068,35.45006853049792,3078.984297200609,False,0.0,0.0,,,
라마44a17b,48890440,가회면,250000.0,249843.3001477738,1044250.0,1717750.0,127.98763291065704,35.45457675002525,3044.5166865563447,False,0.0,0.0,,,
라마44a18a,48890440,가회면,250000.0,250000.0,1044250.0,1718250.0,127.98766011484744,35.45908496616079,2759.1793335878538,False,0.0,0.0,,,
라마44a18b,48890440,가회면,250000.0,250000.0,1044250.0,1718750.0,127.9876873250794,35.46359317890429,2541.074445008765,False,62.71072121974842,0.0002508428848789,,,
라마44a19a,48890440,가회면,250000.0,250000.0,1044250.0,1719250.0,127.98771454135424,35.46810138825563,2408.536500710524,False,0.0,0.0,,,
라마44a19b,48890440,가회면,250000.0,250000.0,1044250.0,1719750.0,127.98774176367333,35.4726095942146,2375.9286217041927,False,0.0,0.0,,,
라마44a20a,48890440,가회면,250000.0,250000.0,1044250.0,1720250.0,127.98776899203794,35.47711779678101,2447.2485684154512,False,0.0,0.0,,,
라마44a20b,48890440,가회면,250000.0,250000.0,1044250.0,1720750.0,127.9877962264495,35.48162599595468,2614.003499574889,False,0.0,0.0,,,
라마44a21a,48890440,가회면,250000.0,250000.0,1044250.0,1721250.0,127.98782346690932,35.48613419173543,2859.545949266781,False,0.0,0.0,,,
라마44a21b,48890440,가회면,250000.0,250000.0,1044250.0,1721750.0,127.98785071341877,35.49064238412306,3165.5950113914364,False,0.0,0.0,,,
라마44a22a,48890440,가회면,250000.0,250000.0,1044250.0,1722250.0,127.98787796597912,35.4951505731174,3516.3874240937444,False,0.0,0.0,,,
라마44a22b,48890440,가회면,250000.0,250000.0,1044250.0,1722750.0,127.9879052245918,35.49965875871827,3572.1541418764077,False,0.0,0.0,,,
라마44a23a,48890450,대병면,250000.0,250000.0,1044250.0,1723250.0,127.98793248925811,35.50416694092545,3106.6828179831277,False,0.0,0.0,,,
라마44a23b,48890450,대병면,250000.0,250000.0,1044250.0,1723750.0,127.98795975997945,35.508675119738804,2609.435046834379,False,0.0,0.0,,,
라마44a24a,48890450,대병면,250000.0,250000.0,1044250.0,1724250.0,127.98798703675712,35.51318329515812,2113.486313119508,False,0.0,0.0,,,
라마44a24b,48890450,대병면,250000.0,250000.0,1044250.0,1724750.0,127.98801431959248,35.51769146718321,1620.0301009053635,False,3294.8273555087444,0.0131793094220349,,,
라마44a25a,48890450,대병면,250000.0,250000.0,1044250.0,1725250.0,127.9880416084869,35.5221996358139,1132.3297487637574,False,46246.74578152354,0.1849869831260941,12.0,9.0,0.75
라마44a25b,48890450,대병면,250000.0,250000.0,1044250.0,1725750.0,127.9880689034417,35.52670780105,663.2072014320603,False,34433.549465766206,0.1377341978630648,12.0,0.0,0.0
라마44a26a,48890450,대병면,250000.0,250000.0,1044250.0,1726250.0,127.98809620445824,35.53121596289135,312.27699903658777,False,35631.702837206,0.142526811348824,31.0,22.0,0.7096774193548387
라마44a26b,48890450,대병면,250000.0,250000.0,1044250.0,1726750.0,127.98812351153788,35.53572412133772,505.16339556944206,False,96982.17219600757,0.3879286887840302,26.0,19.0,0.7307692307692307
라마44a27a,48890450,대병면,250000.0,250000.0,1044250.0,1727250.0,127.98815082468197,35.54023227638897,955.4387412697896,False,88458.0487499936,0.3538321949999743,60.0,33.0,0.55
라마44a27b,48890450,대병면,250000.0,250000.0,1044250.0,1727750.0,127.98817814389186,35.54474042804489,1438.9358291512349,False,28931.047498561176,0.1157241899942447,0.0,,
라마44a28a,48890450,대병면,250000.0,250000.0,1044250.0,1728250.0,127.98820546916888,35.5492485763053,1930.8571807648289,False,4234.523626610036,0.0169380945064401,,,
라마44a28b,48890450,대병면,250000.0,250000.0,1044250.0,1728750.0,127.98823280051442,35.55375672117003,2426.0837958749603,False,1252.3113515331834,0.0050092454061327,,,
라마44a29a,48890450,대병면,250000.0,250000.0,1044250.0,1729250.0,127.9882601379298,35.55826486263888,2922.936146531943,False,0.0,0.0,,,
라마44a29b,48890310,봉산면,250000.0,250000.0,1044250.0,1729750.0,127.9882874814164,35.56277300071168,3420.7058991966783,False,3682.138883702453,0.0147285555348098,,,
라마44a30a,48890310,봉산면,250000.0,250000.0,1044250.0,1730250.0,127.98831483097558,35.567281135388235,3919.043503317475,False,24070.551439257397,0.0962822057570295,7.0,0.0,0.0
라마44a30b,48890310,봉산면,250000.0,250000.0,1044250.0,1730750.0,127.98834218660863,35.57178926666836,4417.756796496482,False,1271.786783837217,0.0050871471353488,,,
라마44a31a,48890310,봉산면,250000.0,250000.0,1044250.0,1731250.0,127.988369548317,35.57629739455189,4916.731459525404,False,12266.86189179931,0.0490674475671972,15.0,11.0,0.7333333333333333
라마44a31b,48890310,봉산면,250000.0,250000.0,1044250.0,1731750.0,127.988396916102,35.58080551903861,5415.895251681181,False,3846.543132489005,0.015386172529956,0.0,0.0,
라마44a32a,48890310,봉산면,250000.0,250000.0,1044250.0,1732250.0,127.98842428996495,35.58531364012838,5915.200293251169,False,2549.123753616367,0.0101964950144654,,,
라마44a32b,48890310,봉산면,250000.0,221158.49395004235,1044250.0,1732750.0,127.98845166990726,35.589821757820985,6414.613600317221,False,10272.086105881694,0.046446717566281,0.0,,
라마44a33a,48890310,봉산면,250000.0,202864.5938346998,1044250.0,1733250.0,127.98847905593028,35.594329872116255,6914.111712539118,False,0.0,0.0,,,
라마44a33b,48890310,봉산면,250000.0,250000.0,1044250.0,1733750.0,127.98850644803537,35.59883798301399,7413.677488639938,False,5502.836132888915,0.0220113445315556,,,
라마44a34a,48890310,봉산면,250000.0,250000.0,1044250.0,1734250.0,127.98853384622385,35.60334609051403,7350.868806247277,False,28337.221546472763,0.113348886185891,18.0,15.0,0.8333333333333334
라마44a34b,48890310,봉산면,250000.0,223860.3147746966,1044250.0,1734750.0,127.98856125049709,35.60785419461618,7095.0344049322175,False,751.6104428763035,0.0033574974806622,,,
라마44b16a,48890440,가회면,250000.0,166266.4533524372,1044750.0,1716250.0,127.99306020784309,35.44102971015593,2157.8830992835115,False,1313.941904098652,0.0079026278458798,,,
라마44b16b,48890440,가회면,250000.0,250000.0,1044750.0,1716750.0,127.99308770106396,35.44553793276249,2384.8517081878226,False,0.0,0.0,,,
라마44b17a,48890440,가회면,250000.0,250000.0,1044750.0,1717250.0,127.99311520039056,35.45004615197719,2686.740752272042,False,0.0,0.0,,,
라마44b17b,48890440,가회면,250000.0,250000.0,1044750.0,1717750.0,127.99314270582424,35.454554367799865,2673.0157124312927,False,0.0,0.0,,,
라마44b18a,48890440,가회면,250000.0,250000.0,1044750.0,1718250.0,127.99317021736633,35.45906258023031,2342.861869398805,False,0.0,0.0,,,
라마44b18b,48890440,가회면,250000.0,250000.0,1044750.0,1718750.0,127.9931977350182,35.46357078926835,2081.5836469527603,False,5200.611007202755,0.020802444028811,0.0,0.0,
라마44b19a,48890440,가회면,250000.0,250000.0,1044750.0,1719250.0,127.99322525878124,35.4680789949138,1917.5451023220928,False,1072.5932699606742,0.0042903730798426,,,
라마44b19b,48890440,가회면,250000.0,250000.0,1044750.0,1719750.0,127.9932527886568,35.47258719716648,1876.4242483025355,False,0.0,0.0,,,
라마44b20a,48890440,가회면,250000.0,250000.0,1044750.0,1720250.0,127.9932803246462,35.477095396026186,1965.949312621265,False,0.0,0.0,,,
라마44b20b,48890440,가회면,250000.0,250000.0,1044750.0,1720750.0,127.99330786675084,35.48160359149276,2170.010470014907,False,172.1540543577769,0.0006886162174311,,,
라마44b21a,48890440,가회면,250000.0,250000.0,1044750.0,1721250.0,127.99333541497208,35.48611178356599,2460.2711598831147,False,18315.42735280803,0.0732617094112321,14.0,8.0,0.5714285714285714
라마44b21b,48890440,가회면,250000.0,250000.0,1044750.0,1721750.0,127.99336296931124,35.4906199722457,2810.1464232902345,False,1897.0971703034083,0.0075883886812136,,,
라마44b22a,48890440,가회면,250000.0,250000.0,1044750.0,1722250.0,127.99339052976975,35.49512815753171,3200.142443784212,False,0.0,0.0,,,
라마44b22b,48890450,대병면,250000.0,250000.0,1044750.0,1722750.0,127.99341809634892,35.49963633942383,3177.963445908223,False,0.0,0.0,,,
라마44b23a,48890450,대병면,250000.0,250000.0,1044750.0,1723250.0,127.99344566905016,35.504144517921894,2877.3015141441656,False,0.0,0.0,,,
라마44b23b,48890450,대병면,250000.0,250000.0,1044750.0,1723750.0,127.99347324787476,35.50865269302568,2600.160546040809,False,0.0,0.0,,,
라마44b24a,48890450,대병면,250000.0,250000.0,1044750.0,1724250.0,127.99350083282413,35.51316086473504,2102.024737552627,False,0.0,0.0,,,
라마44b24b,48890450,대병면,250000.0,250000.0,1044750.0,1724750.0,127.99352842389963,35.51766903304976,1605.0486376989145,False,0.0,0.0,,,
라마44b25a,48890450,대병면,250000.0,250000.0,1044750.0,1725250.0,127.99355602110262,35.52217719796968,1110.7899267976336,False,16037.960451747427,0.0641518418069897,,,
라마44b25b,48890450,대병면,250000.0,250000.0,1044750.0,1725750.0,127.99358362443448,35.52668535949462,625.7214984088719,False,43405.900174825285,0.1736236006993011,,,
라마44b26a,48890450,대병면,250000.0,250000.0,1044750.0,1726250.0,127.99361123389654,35.53119351762436,221.81191506994264,True,104355.50894778632,0.4174220357911453,45.0,30.0,0.6666666666666666
라마44b26b,48890450,대병면,250000.0,250000.0,1044750.0,1726750.0,127.99363884949024,35.535701672358755,454.8336594436993,False,90672.7840581059,0.3626911362324236,41.0,25.0,0.6097560975609756
라마44b27a,48890450,대병면,250000.0,250000.0,1044750.0,1727250.0,127.99366647121686,35.54020982369759,929.8100826829632,False,18311.73617136866,0.0732469446854746,12.0,9.0,0.75
라마44b27b,48890450,대병면,250000.0,250000.0,1044750.0,1727750.0,127.9936940990778,35.544717971640694,1422.0477917267233,False,0.0,0.0,,,
라마44b28a,48890450,대병면,250000.0,250000.0,1044750.0,1728250.0,127.99372173307444,35.54922611618788,1918.3047344076488,False,0.0,0.0,,,
라마44b28b,48890450,대병면,250000.0,250000.0,1044750.0,1728750.0,127.99374937320812,35.55373425733898,2416.1055825743115,False,0.0,0.0,,,
라마44b29a,48890450,대병면,250000.0,250000.0,1044750.0,1729250.0,127.99377701948026,35.558242395093785,2914.659382885538,False,0.0,0.0,,,
라마44b29b,48890450,대병면,250000.0,250000.0,1044750.0,1729750.0,127.9938046718922,35.56275052945213,3413.6362504430163,False,0.0,0.0,,,
라마44b30a,48890310,봉산면,250000.0,250000.0,1044750.0,1730250.0,127.9938323304453,35.56725866041384,3912.874337674877,False,8225.90324483412,0.0329036129793364,,,
라마44b30b,48890310,봉산면,250000.0,250000.0,1044750.0,1730750.0,127.9938599951409,35.5717667879787,4412.284976577392,False,9921.773976149538,0.0396870959045981,7.0,0.0,0.0
라마44b31a,48890310,봉산면,250000.0,250000.0,1044750.0,1731250.0,127.99388766598044,35.57627491214655,4911.815534670099,False,36132.089317522885,0.1445283572700915,19.0,11.0,0.5789473684210527
라마44b31b,48890310,봉산면,250000.0,250000.0,1044750.0,1731750.0,127.99391534296524,35.5807830329172,5411.432802754041,False,0.0,0.0,,,
라마44b32a,48890310,봉산면,250000.0,250000.0,1044750.0,1732250.0,127.9939430260967,35.585291150290466,5911.114794251454,False,3760.297593374844,0.0150411903734993,0.0,0.0,
라마44b32b,48890310,봉산면,250000.0,250000.0,1044750.0,1732750.0,127.9939707153762,35.58979926426615,6410.846374926978,False,83336.46395606954,0.3333458558242781,29.0,23.0,0.7931034482758621
라마44b33a,48890310,봉산면,250000.0,250000.0,1044750.0,1733250.0,127.99399841080506,35.59430737484411,6896.800109386008,False,22626.33357183797,0.0905053342873518,19.0,12.0,0.631578947368421
라마44b33b,48890310,봉산면,250000.0,250000.0,1044750.0,1733750.0,127.99402611238467,35.59881548202412,6945.841643680048,False,30747.58391017346,0.1229903356406938,14.0,8.0,0.5714285714285714
라마44b34a,48890310,봉산면,250000.0,250000.0,1044750.0,1734250.0,127.99405382011643,35.60332358580603,6934.201826992678,False,38360.202576936645,0.1534408103077466,7.0,0.0,0.0
라마44b34b,48890310,봉산면,250000.0,250000.0,1044750.0,1734750.0,127.99408153400172,35.607831686189634,6662.38665779623,False,22223.030433118867,0.0888921217324754,0.0,,
라마45a15b,48890440,가회면,250000.0,127920.92306561462,1045250.0,1715750.0,127.99854128106628,35.43649886545629,1537.4761259323209,False,29216.57778859099,0.2283956141686446,,,
라마45a16a,48890440,가회면,250000.0,250000.0,1045250.0,1716250.0,127.99856907526024,35.44100708770945,1701.4379323633343,False,44317.4631132191,0.1772698524528764,7.0,,
라마45a16b,48890440,가회면,250000.0,250000.0,1045250.0,1716750.0,127.99859687562676,35.44551530657054,1981.400827081129,False,4205.3645318696135,0.0168214581274784,0.0,0.0,
라마45a17a,48890440,가회면,250000.0,250000.0,1045250.0,1717250.0,127.99862468216725,35.45002352203937,2336.0238520680264,False,0.0,0.0,,,
라마45a17b,48890440,가회면,250000.0,250000.0,1045250.0,1717750.0,127.99865249488298,35.454531734115754,2349.668943295868,False,0.0,0.0,,,
라마45a18a,48890440,가회면,250000.0,250000.0,1045250.0,1718250.0,127.9986803137754,35.45903994279951,1965.943255352863,False,2245.4636584185814,0.0089818546336743,0.0,0.0,
