grid_id,region_code,region_name,population,grid_area_m2,analysis_area_m2,centroid_x,centroid_y,longitude,latitude
라마43b19a,48890440,가회면,,250000.0,250000.0,1043750.0,1719250.0,127.982203817883,35.46812353001296
라마43b19b,48890440,가회면,,250000.0,250000.0,1043750.0,1719750.0,127.98223073264425,35.472631739636576
라마43b20a,48890440,가회면,,250000.0,250000.0,1043750.0,1720250.0,127.98225765338277,35.47713994586805
라마43b20b,48890440,가회면,,250000.0,250000.0,1043750.0,1720750.0,127.9822845800999,35.48164814870719
라마43b21a,48890440,가회면,,250000.0,250000.0,1043750.0,1721250.0,127.98231151279694,35.4861563481538
라마43b21b,48890440,가회면,,250000.0,250000.0,1043750.0,1721750.0,127.98233845147527,35.49066454420769
라마43b22a,48890440,가회면,,250000.0,250000.0,1043750.0,1722250.0,127.98236539613617,35.495172736868696
라마43b22b,48890440,가회면,,250000.0,250000.0,1043750.0,1722750.0,127.98239234678101,35.499680926136634
라마43b23a,48890450,대병면,,250000.0,250000.0,1043750.0,1723250.0,127.9824193034111,35.5041891120113
라마43b23b,48890450,대병면,,250000.0,250000.0,1043750.0,1723750.0,127.98244626602781,35.50869729449252
라마43b24a,48890450,대병면,,250000.0,250000.0,1043750.0,1724250.0,127.98247323463244,35.5132054735801
라마43b24b,48890450,대병면,8.0,250000.0,250000.0,1043750.0,1724750.0,127.98250020922629,35.51771364927389
라마43b25a,48890450,대병면,8.0,250000.0,250000.0,1043750.0,1725250.0,127.98252718981077,35.52222182157366
라마43b25b,48890450,대병면,,250000.0,250000.0,1043750.0,1725750.0,127.98255417638718,35.52672999047926
라마43b26a,48890450,대병면,,250000.0,250000.0,1043750.0,1726250.0,127.98258116895683,35.531238155990486
라마43b26b,48890450,대병면,5.0,250000.0,250000.0,1043750.0,1726750.0,127.9826081675211,35.535746318107165
라마43b27a,48890450,대병면,43.0,250000.0,250000.0,1043750.0,1727250.0,127.98263517208127,35.54025447682911
라마43b27b,48890450,대병면,,250000.0,250000.0,1043750.0,1727750.0,127.98266218263875,35.544762632156136
라마43b28a,48890450,대병면,,250000.0,250000.0,1043750.0,1728250.0,127.98268919919484,35.54927078408805
라마43b28b,48890450,대병면,,250000.0,250000.0,1043750.0,1728750.0,127.98271622175085,35.553778932624695
라마43b29a,48890450,대병면,,250000.0,250000.0,1043750.0,1729250.0,127.98274325030813,35.558287077765854
라마43b29b,48890310,봉산면,,250000.0,249994.18845167183,1043750.0,1729750.0,127.98277028486807,35.56279521951137
라마43b30a,48890310,봉산면,8.0,250000.0,208684.87233826204,1043750.0,1730250.0,127.98279732543196,35.56730335786106
라마43b30b,48890310,봉산면,,250000.0,242911.65194414087,1043750.0,1730750.0,127.98282437200113,35.57181149281471
라마43b31a,48890310,봉산면,,250000.0,245723.93865730017,1043750.0,1731250.0,127.98285142457695,35.576319624372175
라마43b31b,48890310,봉산면,,250000.0,188894.47923812736,1043750.0,1731750.0,127.98287848316077,35.58082775253323
라마44a16b,48890440,가회면,,250000.0,119543.68774512956,1044250.0,1716750.0,127.98757852039543,35.445560307578944
라마44a17a,48890440,가회면,,250000.0,182727.59549784157,1044250.0,1717250.0,127.98760571250679,35.450068530497916
라마44a17b,48890440,가회면,,250000.0,249843.3001477738,1044250.0,1717750.0,127.98763291065703,35.45457675002525
라마44a18a,48890440,가회면,,250000.0,250000.0,1044250.0,1718250.0,127.98766011484744,35.45908496616079
라마44a18b,48890440,가회면,,250000.0,250000.0,1044250.0,1718750.0,127.98768732507939,35.46359317890429
라마44a19a,48890440,가회면,,250000.0,250000.0,1044250.0,1719250.0,127.98771454135425,35.46810138825563
라마44a19b,48890440,가회면,,250000.0,250000.0,1044250.0,1719750.0,127.98774176367331,35.4726095942146
라마44a20a,48890440,가회면,,250000.0,250000.0,1044250.0,1720250.0,127.98776899203794,35.47711779678101
라마44a20b,48890440,가회면,,250000.0,250000.0,1044250.0,1720750.0,127.9877962264495,35.48162599595468
라마44a21a,48890440,가회면,,250000.0,250000.0,1044250.0,1721250.0,127.98782346690932,35.48613419173543
라마44a21b,48890440,가회면,,250000.0,250000.0,1044250.0,1721750.0,127.98785071341875,35.49064238412306
라마44a22a,48890440,가회면,,250000.0,250000.0,1044250.0,1722250.0,127.98787796597912,35.4951505731174
라마44a22b,48890440,가회면,,250000.0,250000.0,1044250.0,1722750.0,127.9879052245918,35.49965875871827
라마44a23a,48890450,대병면,,250000.0,250000.0,1044250.0,1723250.0,127.98793248925813,35.50416694092545
라마44a23b,48890450,대병면,,250000.0,250000.0,1044250.0,1723750.0,127.98795975997945,35.508675119738804
라마44a24a,48890450,대병면,,250000.0,250000.0,1044250.0,1724250.0,127.98798703675712,35.51318329515812
라마44a24b,48890450,대병면,,250000.0,250000.0,1044250.0,1724750.0,127.98801431959248,35.51769146718321
라마44a25a,48890450,대병면,8.0,250000.0,250000.0,1044250.0,1725250.0,127.9880416084869,35.5221996358139
라마44a25b,48890450,대병면,13.0,250000.0,250000.0,1044250.0,1725750.0,127.9880689034417,35.52670780105
라마44a26a,48890450,대병면,28.0,250000.0,250000.0,1044250.0,1726250.0,127.98809620445824,35.53121596289135
라마44a26b,48890450,대병면,23.0,250000.0,250000.0,1044250.0,1726750.0,127.98812351153788,35.53572412133772
라마44a27a,48890450,대병면,76.0,250000.0,250000.0,1044250.0,1727250.0,127.98815082468197,35.54023227638897
라마44a27b,48890450,대병면,0.0,250000.0,250000.0,1044250.0,1727750.0,127.98817814389186,35.54474042804489
라마44a28a,48890450,대병면,,250000.0,250000.0,1044250.0,1728250.0,127.98820546916889,35.5492485763053
라마44a28b,48890450,대병면,,250000.0,250000.0,1044250.0,1728750.0,127.98823280051442,35.55375672117003
라마44a29a,48890450,대병면,,250000.0,250000.0,1044250.0,1729250.0,127.98826013792981,35.55826486263888
라마44a29b,48890310,봉산면,,250000.0,250000.0,1044250.0,1729750.0,127.9882874814164,35.56277300071168
라마44a30a,48890310,봉산면,5.0,250000.0,250000.0,1044250.0,1730250.0,127.98831483097558,35.567281135388235
라마44a30b,48890310,봉산면,,250000.0,250000.0,1044250.0,1730750.0,127.98834218660865,35.57178926666836
라마44a31a,48890310,봉산면,23.0,250000.0,250000.0,1044250.0,1731250.0,127.98836954831701,35.57629739455189
라마44a31b,48890310,봉산면,0.0,250000.0,250000.0,1044250.0,1731750.0,127.988396916102,35.58080551903861
라마44a32a,48890310,봉산면,,250000.0,250000.0,1044250.0,1732250.0,127.98842428996497,35.58531364012838
라마44a32b,48890310,봉산면,5.0,250000.0,221158.49395004235,1044250.0,1732750.0,127.98845166990726,35.589821757820985
라마44a33a,48890310,봉산면,,250000.0,202864.5938346998,1044250.0,1733250.0,127.98847905593027,35.594329872116255
라마44a33b,48890310,봉산면,,250000.0,250000.0,1044250.0,1733750.0,127.98850644803535,35.59883798301399
라마44a34a,48890310,봉산면,23.0,250000.0,250000.0,1044250.0,1734250.0,127.98853384622383,35.60334609051403
라마44a34b,48890310,봉산면,,250000.0,223860.3147746966,1044250.0,1734750.0,127.98856125049707,35.60785419461618
라마44b16a,48890440,가회면,,250000.0,166266.4533524372,1044750.0,1716250.0,127.99306020784309,35.44102971015593
라마44b16b,48890440,가회면,,250000.0,250000.0,1044750.0,1716750.0,127.99308770106397,35.44553793276249
라마44b17a,48890440,가회면,,250000.0,250000.0,1044750.0,1717250.0,127.99311520039055,35.45004615197719
라마44b17b,48890440,가회면,,250000.0,250000.0,1044750.0,1717750.0,127.99314270582423,35.454554367799865
라마44b18a,48890440,가회면,,250000.0,250000.0,1044750.0,1718250.0,127.99317021736633,35.45906258023031
라마44b18b,48890440,가회면,0.0,250000.0,250000.0,1044750.0,1718750.0,127.9931977350182,35.46357078926835
라마44b19a,48890440,가회면,,250000.0,250000.0,1044750.0,1719250.0,127.99322525878124,35.4680789949138
라마44b19b,48890440,가회면,,250000.0,250000.0,1044750.0,1719750.0,127.99325278865679,35.472587197166476
라마44b20a,48890440,가회면,,250000.0,250000.0,1044750.0,1720250.0,127.99328032464621,35.477095396026186
라마44b20b,48890440,가회면,,250000.0,250000.0,1044750.0,1720750.0,127.99330786675084,35.48160359149276
라마44b21a,48890440,가회면,8.0,250000.0,250000.0,1044750.0,1721250.0,127.99333541497207,35.48611178356599
라마44b21b,48890440,가회면,,250000.0,250000.0,1044750.0,1721750.0,127.99336296931125,35.4906199722457
라마44b22a,48890440,가회면,,250000.0,250000.0,1044750.0,1722250.0,127.99339052976975,35.49512815753171
라마44b22b,48890450,대병면,,250000.0,250000.0,1044750.0,1722750.0,127.99341809634893,35.49963633942383
라마44b23a,48890450,대병면,,250000.0,250000.0,1044750.0,1723250.0,127.99344566905015,35.504144517921894
라마44b23b,48890450,대병면,,250000.0,250000.0,1044750.0,1723750.0,127.99347324787475,35.50865269302568
라마44b24a,48890450,대병면,,250000.0,250000.0,1044750.0,1724250.0,127.99350083282413,35.51316086473504
라마44b24b,48890450,대병면,,250000.0,250000.0,1044750.0,1724750.0,127.99352842389963,35.517669033049756
라마44b25a,48890450,대병면,,250000.0,250000.0,1044750.0,1725250.0,127.99355602110262,35.52217719796968
라마44b25b,48890450,대병면,,250000.0,250000.0,1044750.0,1725750.0,127.99358362443448,35.52668535949462
라마44b26a,48890450,대병면,38.0,250000.0,250000.0,1044750.0,1726250.0,127.99361123389654,35.53119351762436
라마44b26b,48890450,대병면,38.0,250000.0,250000.0,1044750.0,1726750.0,127.99363884949024,35.535701672358755
라마44b27a,48890450,대병면,8.0,250000.0,250000.0,1044750.0,1727250.0,127.99366647121686,35.54020982369759
라마44b27b,48890450,대병면,,250000.0,250000.0,1044750.0,1727750.0,127.9936940990778,35.544717971640694
라마44b28a,48890450,대병면,,250000.0,250000.0,1044750.0,1728250.0,127.99372173307445,35.54922611618788
라마44b28b,48890450,대병면,,250000.0,250000.0,1044750.0,1728750.0,127.99374937320813,35.55373425733898
라마44b29a,48890450,대병면,,250000.0,250000.0,1044750.0,1729250.0,127.99377701948026,35.558242395093785
라마44b29b,48890450,대병면,,250000.0,250000.0,1044750.0,1729750.0,127.9938046718922,35.56275052945213
라마44b30a,48890310,봉산면,,250000.0,250000.0,1044750.0,1730250.0,127.9938323304453,35.56725866041384
라마44b30b,48890310,봉산면,8.0,250000.0,250000.0,1044750.0,1730750.0,127.9938599951409,35.5717667879787
라마44b31a,48890310,봉산면,18.0,250000.0,250000.0,1044750.0,1731250.0,127.99388766598044,35.57627491214655
라마44b31b,48890310,봉산면,,250000.0,250000.0,1044750.0,1731750.0,127.99391534296525,35.580783032917196
라마44b32a,48890310,봉산면,,250000.0,250000.0,1044750.0,1732250.0,127.9939430260967,35.585291150290466
라마44b32b,48890310,봉산면,28.0,250000.0,250000.0,1044750.0,1732750.0,127.9939707153762,35.58979926426615
라마44b33a,48890310,봉산면,18.0,250000.0,250000.0,1044750.0,1733250.0,127.99399841080506,35.59430737484411
라마44b33b,48890310,봉산면,13.0,250000.0,250000.0,1044750.0,1733750.0,127.99402611238469,35.59881548202412
라마44b34a,48890310,봉산면,5.0,250000.0,250000.0,1044750.0,1734250.0,127.99405382011645,35.60332358580603
라마44b34b,48890310,봉산면,,250000.0,250000.0,1044750.0,1734750.0,127.99408153400172,35.607831686189634
라마45a15b,48890440,가회면,,250000.0,127920.92306561462,1045250.0,1715750.0,127.99854128106627,35.43649886545629
라마45a16a,48890440,가회면,8.0,250000.0,250000.0,1045250.0,1716250.0,127.99856907526024,35.44100708770945
라마45a16b,48890440,가회면,8.0,250000.0,250000.0,1045250.0,1716750.0,127.99859687562677,35.44551530657054
라마45a17a,48890440,가회면,,250000.0,250000.0,1045250.0,1717250.0,127.99862468216723,35.45002352203937
라마45a17b,48890440,가회면,,250000.0,250000.0,1045250.0,1717750.0,127.99865249488298,35.454531734115754
라마45a18a,48890440,가회면,,250000.0,250000.0,1045250.0,1718250.0,127.99868031377541,35.45903994279951
라마45a18b,48890440,가회면,48.0,250000.0,250000.0,1045250.0,1718750.0,127.99870813884586,35.463548148090425
라마45a19a,48890440,가회면,5.0,250000.0,250000.0,1045250.0,1719250.0,127.99873597009572,35.468056349988366
라마45a19b,48890440,가회면,5.0,250000.0,250000.0,1045250.0,1719750.0,127.99876380752639,35.47256454849311
라마45a20a,48890440,가회면,,250000.0,250000.0,1045250.0,1720250.0,127.99879165113921,35.47707274360448
라마45a20b,48890440,가회면,,250000.0,250000.0,1045250.0,1720750.0,127.9988195009356,35.481580935322285
라마45a21a,48890440,가회면,8.0,250000.0,250000.0,1045250.0,1721250.0,127.99884735691688,35.48608912364635
라마45a21b,48890440,가회면,,250000.0,250000.0,1045250.0,1721750.0,127.99887521908448,35.49059730857649
라마45a22a,48890440,가회면,,250000.0,250000.0,1045250.0,1722250.0,127.99890308743973,35.495105490112515
라마45a22b,48890450,대병면,,250000.0,250000.0,1045250.0,1722750.0,127.99893096198403,35.49961366825424
라마45a23a,48890450,대병면,,250000.0,250000.0,1045250.0,1723250.0,127.99895884271875,35.504121843001485
라마45a23b,48890450,대병면,,250000.0,250000.0,1045250.0,1723750.0,127.99898672964528,35.50863001435406
라마45a24a,48890450,대병면,,250000.0,250000.0,1045250.0,1724250.0,127.99901462276499,35.513138182311785
라마45a24b,48890450,대병면,,250000.0,250000.0,1045250.0,1724750.0,127.99904252207928,35.517646346874464
라마45a25a,48890450,대병면,,250000.0,250000.0,1045250.0,1725250.0,127.99907042758949,35.522154508041915
라마45a25b,48890450,대병면,23.0,250000.0,250000.0,1045250.0,1725750.0,127.99909833929705,35.52666266581397
라마45a26a,48890450,대병면,18.0,250000.0,250000.0,1045250.0,1726250.0,127.9991262572033,35.53117082019043
라마45a26b,48890450,대병면,5.0,250000.0,250000.0,1045250.0,1726750.0,127.99915418130962,35.53567897117112
라마45a27a,48890450,대병면,,250000.0,250000.0,1045250.0,1727250.0,127.99918211161742,35.540187118755846
라마45a27b,48890450,대병면,8.0,250000.0,250000.0,1045250.0,1727750.0,127.99921004812806,35.54469526294443
라마45a28a,48890450,대병면,,250000.0,250000.0,1045250.0,1728250.0,127.99923799084294,35.54920340373668
라마45a28b,48890450,대병면,,250000.0,250000.0,1045250.0,1728750.0,127.99926593976345,35.55371154113242
라마45a29a,48890450,대병면,,250000.0,250000.0,1045250.0,1729250.0,127.99929389489094,35.558219675131475
라마45a29b,48890450,대병면,,250000.0,250000.0,1045250.0,1729750.0,127.99932185622681,35.562727805733644
라마45a30a,48890310,봉산면,,250000.0,250000.0,1045250.0,1730250.0,127.99934982377246,35.56723593293876
라마45a30b,48890310,봉산면,,250000.0,250000.0,1045250.0,1730750.0,127.99937779752926,35.5717440567466
라마45a31a,48890310,봉산면,5.0,250000.0,250000.0,1045250.0,1731250.0,127.9994057774986,35.57625217715704
라마45a31b,48890310,봉산면,,250000.0,250000.0,1045250.0,1731750.0,127.99943376368184,35.580760294169856
라마45a32a,48890310,봉산면,8.0,250000.0,250000.0,1045250.0,1732250.0,127.99946175608042,35.58526840778487
라마45a32b,48890310,봉산면,,250000.0,250000.0,1045250.0,1732750.0,127.9994897546957,35.589776518001905
라마45a33a,48890310,봉산면,5.0,250000.0,250000.0,1045250.0,1733250.0,127.99951775952906,35.5942846248208
라마45a33b,48890310,봉산면,0.0,250000.0,250000.0,1045250.0,1733750.0,127.99954577058188,35.598792728241314
라마45a34a,48890310,봉산면,,250000.0,250000.0,1045250.0,1734250.0,127.99957378785558,35.603300828263315
라마45a34b,48890310,봉산면,,250000.0,250000.0,1045250.0,1734750.0,127.99960181135151,35.6078089248866
라마45a35b,48890310,봉산면,,250000.0,188200.896335891,1045250.0,1735750.0,127.99965787701571,35.6168251079363
라마45a36a,48890310,봉산면,,250000.0,232304.2855110954,1045250.0,1736250.0,127.99968591918675,35.62133319436236
라마45b16a,48890440,가회면,5.0,250000.0,250000.0,1045750.0,1716250.0,128.00407793650484,35.44098421392999
라마45b16b,48890440,가회면,18.0,250000.0,250000.0,1045750.0,1716750.0,128.00410604401569,35.445492429004
라마45b17a,48890440,가회면,8.0,250000.0,250000.0,1045750.0,1717250.0,128.00413415776862,35.45000064068534
라마45b17b,48890440,가회면,8.0,250000.0,250000.0,1045750.0,1717750.0,128.0041622777651,35.454508848973816
라마45b18a,48890440,가회면,23.0,250000.0,250000.0,1045750.0,1718250.0,128.00419040400647,35.459017053869246
라마45b18b,48890440,가회면,13.0,250000.0,250000.0,1045750.0,1718750.0,128.0042185364941,35.46352525537144
라마45b19a,48890440,가회면,0.0,250000.0,250000.0,1045750.0,1719250.0,128.00424667522944,35.46803345348022
라마45b19b,48890440,가회면,13.0,250000.0,250000.0,1045750.0,1719750.0,128.00427482021385,35.4725416481954
라마45b20a,48890440,가회면,5.0,250000.0,250000.0,1045750.0,1720250.0,128.0043029714487,35.47704983951678
라마45b20b,48890440,가회면,5.0,250000.0,250000.0,1045750.0,1720750.0,128.00433112893543,35.481558027444194
라마45b21a,48890440,가회면,,250000.0,250000.0,1045750.0,1721250.0,128.00435929267542,35.48606621197745
라마45b21b,48890440,가회면,,250000.0,250000.0,1045750.0,1721750.0,128.00438746267002,35.490574393116354
라마45b22a,48890440,가회면,,250000.0,250000.0,1045750.0,1722250.0,128.00441563892065,35.495082570860724
라마45b22b,48890450,대병면,,250000.0,250000.0,1045750.0,1722750.0,128.00444382142868,35.49959074521039
라마45b23a,48890450,대병면,,250000.0,250000.0,1045750.0,1723250.0,128.00447201019557,35.50409891616515
라마45b23b,48890450,대병면,,250000.0,250000.0,1045750.0,1723750.0,128.00450020522263,35.50860708372483
라마45b24a,48890450,대병면,,250000.0,250000.0,1045750.0,1724250.0,128.00452840651133,35.51311524788924
라마45b24b,48890450,대병면,,250000.0,250000.0,1045750.0,1724750.0,128.00455661406298,35.51762340865819
라마45b25a,48890450,대병면,,250000.0,250000.0,1045750.0,1725250.0,128.00458482787906,35.5221315660315
라마45b25b,48890450,대병면,8.0,250000.0,250000.0,1045750.0,1725750.0,128.0046130479609,35.526639720008994
라마45b26a,48890450,대병면,13.0,250000.0,250000.0,1045750.0,1726250.0,128.00464127430993,35.531147870590466
라마45b26b,48890450,대병면,5.0,250000.0,250000.0,1045750.0,1726750.0,128.00466950692754,35.53565601777575
라마45b27a,48890450,대병면,,250000.0,250000.0,1045750.0,1727250.0,128.00469774581515,35.540164161564654
라마45b27b,48890450,대병면,,250000.0,250000.0,1045750.0,1727750.0,128.0047259909741,35.54467230195701
라마45b28a,48890450,대병면,,250000.0,250000.0,1045750.0,1728250.0,128.00475424240585,35.549180438952604
라마45b28b,48890450,대병면,5.0,250000.0,250000.0,1045750.0,1728750.0,128.00478250011176,35.55368857255129
라마45b29a,48890450,대병면,8.0,250000.0,250000.0,1045750.0,1729250.0,128.0048107640932,35.558196702752845
라마45b29b,48890450,대병면,,250000.0,250000.0,1045750.0,1729750.0,128.00483903435168,35.562704829557106
라마45b30a,48890310,봉산면,,250000.0,250000.0,1045750.0,1730250.0,128.00486731088847,35.56721295296389
라마45b30b,48890310,봉산면,,250000.0,250000.0,1045750.0,1730750.0,128.00489559370504,35.571721072973006
라마45b31a,48890310,봉산면,,250000.0,250000.0,1045750.0,1731250.0,128.0049238828028,35.576229189584275
라마45b31b,48890310,봉산면,,250000.0,250000.0,1045750.0,1731750.0,128.00495217818315,35.580737302797516
라마45b32a,48890310,봉산면,28.0,250000.0,250000.0,1045750.0,1732250.0,128.00498047984743,35.58524541261254
라마45b32b,48890310,봉산면,18.0,250000.0,250000.0,1045750.0,1732750.0,128.00500878779712,35.58975351902916
라마45b33a,48890310,봉산면,33.0,250000.0,250000.0,1045750.0,1733250.0,128.00503710203355,35.59426162204719
라마45b33b,48890310,봉산면,18.0,250000.0,250000.0,1045750.0,1733750.0,128.0050654225582,35.598769721666464
라마45b34a,48890310,봉산면,,250000.0,250000.0,1045750.0,1734250.0,128.00509374937243,35.60327781788679
라마45b34b,48890310,봉산면,,250000.0,250000.0,1045750.0,1734750.0,128.00512208247764,35.60778591070799
라마45b35a,48890310,봉산면,,250000.0,250000.0,1045750.0,1735250.0,128.00515042187524,35.612294000129864
라마45b35b,48890310,봉산면,,250000.0,250000.0,1045750.0,1735750.0,128.00517876756666,35.616802086152255
라마45b36a,48890310,봉산면,,250000.0,250000.0,1045750.0,1736250.0,128.0052071195533,35.621310168774954
라마45b36b,48890310,봉산면,5.0,250000.0,250000.0,1045750.0,1736750.0,128.00523547783652,35.625818247997785
라마45b37a,48890310,봉산면,13.0,250000.0,250000.0,1045750.0,1737250.0,128.00526384241778,35.630326323820576
라마45b37b,48890310,봉산면,,250000.0,233237.63570030633,1045750.0,1737750.0,128.00529221329845,35.63483439624315
라마46a15a,48890440,가회면,8.0,250000.0,166506.74031510137,1046250.0,1715250.0,128.0095299811267,35.43194465614926
라마46a15b,48890440,가회면,,250000.0,222106.39493192657,1046250.0,1715750.0,128.00955838316395,35.43645287418022
라마46a16a,48890440,가회면,8.0,250000.0,250000.0,1046250.0,1716250.0,128.00958679150872,35.44096108881846
