grid_id,population,elderly_population,elderly_ratio,population_source,population_reference_date,elderly_population_source,elderly_reference_date
라마45a32b,,,,NGII,202410,NGII,202410
라마45a33a,0.0,0.0,,NGII,202410,NGII,202410
라마45a33b,0.0,,,NGII,202410,NGII,202410
라마45a34a,0.0,0.0,,NGII,202410,NGII,202410
라마45a34b,,,,NGII,202410,NGII,202410
라마45a35b,,,,NGII,202410,NGII,202410
라마45a36a,,,,NGII,202410,NGII,202410
라마45b16a,0.0,,,NGII,202410,NGII,202410
라마45b16b,19.0,14.0,0.7368421052631579,NGII,202410,NGII,202410
라마45b17a,10.0,0.0,0.0,NGII,202410,NGII,202410
라마45b17b,0.0,0.0,,NGII,202410,NGII,202410
라마45b18a,13.0,10.0,0.7692307692307693,NGII,202410,NGII,202410
라마45b18b,14.0,7.0,0.5,NGII,202410,NGII,202410
라마45b19a,0.0,0.0,,NGII,202410,NGII,202410
라마45b19b,19.0,14.0,0.7368421052631579,NGII,202410,NGII,202410
라마45b20a,0.0,0.0,,NGII,202410,NGII,202410
라마45b20b,0.0,0.0,,NGII,202410,NGII,202410
라마45b21a,0.0,,,NGII,202410,NGII,202410
라마45b21b,,,,NGII,202410,NGII,202410
라마45b22a,,,,NGII,202410,NGII,202410
라마45b22b,,,,NGII,202410,NGII,202410
라마45b23a,,,,NGII,202410,NGII,202410
라마45b23b,,,,NGII,202410,NGII,202410
라마45b24a,,,,NGII,202410,NGII,202410
라마45b24b,,,,NGII,202410,NGII,202410
라마45b25a,,,,NGII,202410,NGII,202410
라마45b25b,11.0,6.0,0.5454545454545454,NGII,202410,NGII,202410
라마45b26a,14.0,0.0,0.0,NGII,202410,NGII,202410
라마45b26b,,,,NGII,202410,NGII,202410
라마45b27a,,,,NGII,202410,NGII,202410
라마45b27b,,,,NGII,202410,NGII,202410
라마45b28a,,,,NGII,202410,NGII,202410
라마45b28b,0.0,0.0,,NGII,202410,NGII,202410
라마45b29a,10.0,8.0,0.8,NGII,202410,NGII,202410
라마45b29b,,,,NGII,202410,NGII,202410
라마45b30a,,,,NGII,202410,NGII,202410
라마45b30b,,,,NGII,202410,NGII,202410
라마45b31a,,,,NGII,202410,NGII,202410
라마45b31b,,,,NGII,202410,NGII,202410
라마45b32a,23.0,14.0,0.6086956521739131,NGII,202410,NGII,202410
라마45b32b,19.0,10.0,0.5263157894736842,NGII,202410,NGII,202410
라마45b33a,35.0,13.0,0.37142857142857144,NGII,202410,NGII,202410
라마45b33b,20.0,10.0,0.5,NGII,202410,NGII,202410
라마45b34a,,,,NGII,202410,NGII,202410
라마45b34b,,,,NGII,202410,NGII,202410
라마45b35a,,,,NGII,202410,NGII,202410
라마45b35b,,,,NGII,202410,NGII,202410
라마45b36a,0.0,0.0,,NGII,202410,NGII,202410
라마45b36b,8.0,7.0,0.875,NGII,202410,NGII,202410
라마45b37a,11.0,10.0,0.9090909090909091,NGII,202410,NGII,202410
라마45b37b,,,,NGII,202410,NGII,202410
라마46a15a,6.0,0.0,0.0,NGII,202410,NGII,202410
라마46a15b,,,,NGII,202410,NGII,202410
라마46a16a,7.0,,,NGII,202410,NGII,202410
라마46a16b,,,,NGII,202410,NGII,202410
라마46a17a,27.0,18.0,0.6666666666666666,NGII,202410,NGII,202410
라마46a17b,25.0,15.0,0.6,NGII,202410,NGII,202410
라마46a18a,0.0,0.0,,NGII,202410,NGII,202410
라마46a18b,,,,NGII,202410,NGII,202410
라마46a19a,0.0,,,NGII,202410,NGII,202410
라마46a19b,14.0,6.0,0.42857142857142855,NGII,202410,NGII,202410
라마46a20a,28.0,19.0,0.6785714285714286,NGII,202410,NGII,202410
라마46a20b,0.0,0.0,,NGII,202410,NGII,202410
라마46a21a,,,,NGII,202410,NGII,202410
라마46a21b,,,,NGII,202410,NGII,202410
라마46a22a,,,,NGII,202410,NGII,202410
라마46a22b,,,,NGII,202410,NGII,202410
라마46a23a,,,,NGII,202410,NGII,202410
라마46a23b,,,,NGII,202410,NGII,202410
라마46a24a,0.0,,,NGII,202410,NGII,202410
라마46a24b,11.0,0.0,0.0,NGII,202410,NGII,202410
라마46a25a,28.0,10.0,0.35714285714285715,NGII,202410,NGII,202410
라마46a25b,18.0,6.0,0.3333333333333333,NGII,202410,NGII,202410
라마46a26a,0.0,0.0,,NGII,202410,NGII,202410
라마46a26b,0.0,0.0,,NGII,202410,NGII,202410
라마46a27a,,,,NGII,202410,NGII,202410
라마46a27b,,,,NGII,202410,NGII,202410
라마46a28a,,,,NGII,202410,NGII,202410
라마46a28b,,,,NGII,202410,NGII,202410
라마46a29a,0.0,0.0,,NGII,202410,NGII,202410
라마46a29b,8.0,0.0,0.0,NGII,202410,NGII,202410
라마46a30a,,,,NGII,202410,NGII,202410
라마46a30b,,,,NGII,202410,NGII,202410
라마46a31a,,,,NGII,202410,NGII,202410
라마46a31b,,,,NGII,202410,NGII,202410
라마46a32a,,,,NGII,202410,NGII,202410
라마46a32b,0.0,0.0,,NGII,202410,NGII,202410
라마46a33a,0.0,0.0,,NGII,202410,NGII,202410
라마46a33b,,,,NGII,202410,NGII,202410
라마46a34a,,,,NGII,202410,NGII,202410
라마46a34b,,,,NGII,202410,NGII,202410
라마46a35a,,,,NGII,202410,NGII,202410
라마46a35b,0.0,,,NGII,202410,NGII,202410
라마46a36a,,,,NGII,202410,NGII,202410
라마46a36b,0.0,0.0,,NGII,202410,NGII,202410
라마46a37a,,,,NGII,202410,NGII,202410
라마46a37b,,,,NGII,202410,NGII,202410
라마46a38a,,,,NGII,202410,NGII,202410
라마46b14b,,,,NGII,202410,NGII,202410
라마46b15a,12.0,7.0,0.5833333333333334,NGII,202410,NGII,202410
라마46b15b,18.0,11.0,0.6111111111111112,NGII,202410,NGII,202410
라마46b16a,0.0,,,NGII,202410,NGII,202410
라마46b16b,0.0,0.0,,NGII,202410,NGII,202410
라마46b17a,0.0,,,NGII,202410,NGII,202410
라마46b17b,0.0,0.0,,NGII,202410,NGII,202410
라마46b18a,17.0,11.0,0.6470588235294118,NGII,202410,NGII,202410
라마46b18b,,,,NGII,202410,NGII,202410
라마46b19a,,,,NGII,202410,NGII,202410
라마46b19b,19.0,15.0,0.7894736842105263,NGII,202410,NGII,202410
라마46b20a,,,,NGII,202410,NGII,202410
라마46b20b,,,,NGII,202410,NGII,202410
라마46b21a,12.0,9.0,0.75,NGII,202410,NGII,202410
라마46b21b,,,,NGII,202410,NGII,202410
라마46b22a,,,,NGII,202410,NGII,202410
라마46b22b,,,,NGII,202410,NGII,202410
라마46b23a,,,,NGII,202410,NGII,202410
라마46b23b,35.0,20.0,0.5714285714285714,NGII,202410,NGII,202410
라마46b24a,0.0,0.0,,NGII,202410,NGII,202410
라마46b24b,13.0,8.0,0.6153846153846154,NGII,202410,NGII,202410
라마46b25a,250.0,136.0,0.544,NGII,202410,NGII,202410
라마46b25b,0.0,0.0,,NGII,202410,NGII,202410
라마46b26a,,,,NGII,202410,NGII,202410
라마46b26b,,,,NGII,202410,NGII,202410
라마46b27a,,,,NGII,202410,NGII,202410
라마46b27b,,,,NGII,202410,NGII,202410
라마46b28a,,,,NGII,202410,NGII,202410
라마46b28b,,,,NGII,202410,NGII,202410
라마46b29a,,,,NGII,202410,NGII,202410
라마46b29b,,,,NGII,202410,NGII,202410
라마46b30a,,,,NGII,202410,NGII,202410
라마46b30b,,,,NGII,202410,NGII,202410
라마46b31a,,,,NGII,202410,NGII,202410
라마46b31b,,,,NGII,202410,NGII,202410
라마46b32a,,,,NGII,202410,NGII,202410
라마46b32b,0.0,,,NGII,202410,NGII,202410
라마46b33a,0.0,0.0,,NGII,202410,NGII,202410
라마46b33b,0.0,,,NGII,202410,NGII,202410
라마46b34a,6.0,0.0,0.0,NGII,202410,NGII,202410
라마46b34b,0.0,0.0,,NGII,202410,NGII,202410
라마46b35a,6.0,0.0,0.0,NGII,202410,NGII,202410
라마46b35b,,,,NGII,202410,NGII,202410
라마46b36a,0.0,0.0,,NGII,202410,NGII,202410
라마46b36b,,,,NGII,202410,NGII,202410
라마46b37a,0.0,0.0,,NGII,202410,NGII,202410
라마46b37b,0.0,,,NGII,202410,NGII,202410
라마46b38a,,,,NGII,202410,NGII,202410
라마47a14b,,,,NGII,202410,NGII,202410
라마47a15a,,,,NGII,202410,NGII,202410
라마47a15b,55.0,37.0,0.6727272727272727,NGII,202410,NGII,202410
라마47a16a,0.0,0.0,,NGII,202410,NGII,202410
라마47a16b,6.0,0.0,0.0,NGII,202410,NGII,202410
라마47a17a,0.0,0.0,,NGII,202410,NGII,202410
라마47a17b,10.0,6.0,0.6,NGII,202410,NGII,202410
라마47a18a,8.0,,,NGII,202410,NGII,202410
라마47a18b,,,,NGII,202410,NGII,202410
라마47a19a,0.0,,,NGII,202410,NGII,202410
라마47a19b,6.0,0.0,0.0,NGII,202410,NGII,202410
라마47a20a,,,,NGII,202410,NGII,202410
라마47a20b,0.0,0.0,,NGII,202410,NGII,202410
라마47a21a,39.0,22.0,0.5641025641025641,NGII,202410,NGII,202410
라마47a21b,21.0,9.0,0.42857142857142855,NGII,202410,NGII,202410
라마47a22a,9.0,0.0,0.0,NGII,202410,NGII,202410
라마47a22b,,,,NGII,202410,NGII,202410
라마47a23a,25.0,0.0,0.0,NGII,202410,NGII,202410
라마47a23b,0.0,0.0,,NGII,202410,NGII,202410
라마47a24a,17.0,8.0,0.47058823529411764,NGII,202410,NGII,202410
라마47a24b,76.0,37.0,0.4868421052631579,NGII,202410,NGII,202410
라마47a25a,52.0,33.0,0.6346153846153846,NGII,202410,NGII,202410
라마47a25b,0.0,,,NGII,202410,NGII,202410
라마47a26a,,,,NGII,202410,NGII,202410
라마47a26b,,,,NGII,202410,NGII,202410
라마47a27a,,,,NGII,202410,NGII,202410
라마47a27b,0.0,0.0,,NGII,202410,NGII,202410
라마47a28a,0.0,0.0,,NGII,202410,NGII,202410
라마47a28b,,,,NGII,202410,NGII,202410
라마47a29a,,,,NGII,202410,NGII,202410
라마47a29b,,,,NGII,202410,NGII,202410
라마47a30a,,,,NGII,202410,NGII,202410
라마47a30b,,,,NGII,202410,NGII,202410
라마47a31a,,,,NGII,202410,NGII,202410
라마47a31b,,,,NGII,202410,NGII,202410
라마47a32a,,,,NGII,202410,NGII,202410
라마47a32b,,,,NGII,202410,NGII,202410
라마47a33a,0.0,,,NGII,202410,NGII,202410
라마47a33b,16.0,13.0,0.8125,NGII,202410,NGII,202410
라마47a34a,19.0,17.0,0.8947368421052632,NGII,202410,NGII,202410
라마47a34b,0.0,0.0,,NGII,202410,NGII,202410
라마47a35a,55.0,36.0,0.6545454545454545,NGII,202410,NGII,202410
라마47a35b,,,,NGII,202410,NGII,202410
라마47a36a,,,,NGII,202410,NGII,202410
라마47a36b,,,,NGII,202410,NGII,202410
라마47a37a,,,,NGII,202410,NGII,202410
라마47a37b,,,,NGII,202410,NGII,202410
라마47a38a,,,,NGII,202410,NGII,202410
라마47a38b,,,,NGII,202410,NGII,202410
라마47a39a,0.0,0.0,,NGII,202410,NGII,202410
라마47b14a,,,,NGII,202410,NGII,202410
라마47b14b,,,,NGII,202410,NGII,202410
라마47b15a,,,,NGII,202410,NGII,202410
라마47b15b,6.0,0.0,0.0,NGII,202410,NGII,202410
라마47b16a,0.0,,,NGII,202410,NGII,202410
라마47b16b,53.0,34.0,0.6415094339622641,NGII,202410,NGII,202410
라마47b17a,45.0,30.0,0.6666666666666666,NGII,202410,NGII,202410
라마47b17b,,,,NGII,202410,NGII,202410
라마47b18a,,,,NGII,202410,NGII,202410
라마47b18b,8.0,7.0,0.875,NGII,202410,NGII,202410
라마47b19a,6.0,0.0,0.0,NGII,202410,NGII,202410
라마47b19b,12.0,11.0,0.9166666666666666,NGII,202410,NGII,202410
라마47b20a,0.0,0.0,,NGII,202410,NGII,202410
라마47b20b,8.0,0.0,0.0,NGII,202410,NGII,202410
라마47b21a,0.0,0.0,,NGII,202410,NGII,202410
라마47b21b,7.0,0.0,0.0,NGII,202410,NGII,202410
라마47b22a,0.0,0.0,,NGII,202410,NGII,202410
라마47b22b,,,,NGII,202410,NGII,202410
라마47b23a,67.0,34.0,0.5074626865671642,NGII,202410,NGII,202410
라마47b23b,0.0,,,NGII,202410,NGII,202410
라마47b24a,0.0,,,NGII,202410,NGII,202410
라마47b24b,0.0,,,NGII,202410,NGII,202410
라마47b25a,37.0,24.0,0.6486486486486487,NGII,202410,NGII,202410
라마47b25b,6.0,0.0,0.0,NGII,202410,NGII,202410
라마47b26a,,,,NGII,202410,NGII,202410
라마47b26b,9.0,0.0,0.0,NGII,202410,NGII,202410
라마47b27a,9.0,0.0,0.0,NGII,202410,NGII,202410
라마47b27b,34.0,22.0,0.6470588235294118,NGII,202410,NGII,202410
라마47b28a,0.0,0.0,,NGII,202410,NGII,202410
라마47b28b,0.0,0.0,,NGII,202410,NGII,202410
라마47b29a,,,,NGII,202410,NGII,202410
라마47b29b,,,,NGII,202410,NGII,202410
라마47b30a,,,,NGII,202410,NGII,202410
라마47b30b,,,,NGII,202410,NGII,202410
라마47b31a,,,,NGII,202410,NGII,202410
라마47b31b,,,,NGII,202410,NGII,202410
라마47b32a,0.0,0.0,,NGII,202410,NGII,202410
라마47b32b,0.0,,,NGII,202410,NGII,202410
라마47b33a,,,,NGII,202410,NGII,202410
라마47b33b,0.0,0.0,,NGII,202410,NGII,202410
라마47b34a,,,,NGII,202410,NGII,202410
라마47b34b,,,,NGII,202410,NGII,202410
라마47b35a,20.0,10.0,0.5,NGII,202410,NGII,202410
라마47b35b,0.0,0.0,,NGII,202410,NGII,202410
라마47b36a,,,,NGII,202410,NGII,202410
라마47b36b,,,,NGII,202410,NGII,202410
라마47b37a,,,,NGII,202410,NGII,202410
라마47b37b,0.0,0.0,,NGII,202410,NGII,202410
라마47b38a,15.0,8.0,0.5333333333333333,NGII,202410,NGII,202410
라마47b38b,0.0,0.0,,NGII,202410,NGII,202410
라마47b39a,0.0,0.0,,NGII,202410,NGII,202410
라마47b39b,,,,NGII,202410,NGII,202410
라마48a13b,63.0,42.0,0.6666666666666666,NGII,202410,NGII,202410
라마48a14a,0.0,0.0,,NGII,202410,NGII,202410
라마48a14b,44.0,21.0,0.4772727272727273,NGII,202410,NGII,202410
라마48a15a,24.0,13.0,0.5416666666666666,NGII,202410,NGII,202410
라마48a15b,206.0,95.0,0.46116504854368934,NGII,202410,NGII,202410
라마48a16a,,,,NGII,202410,NGII,202410
라마48a16b,0.0,,,NGII,202410,NGII,202410
라마48a17a,23.0,9.0,0.391304347826087,NGII,202410,NGII,202410
라마48a17b,,,,NGII,202410,NGII,202410
라마48a18a,,,,NGII,202410,NGII,202410
라마48a18b,13.0,9.0,0.6923076923076923,NGII,202410,NGII,202410
라마48a19a,13.0,9.0,0.6923076923076923,NGII,202410,NGII,202410
라마48a19b,,,,NGII,202410,NGII,202410
라마48a20a,,,,NGII,202410,NGII,202410
라마48a20b,,,,NGII,202410,NGII,202410
라마48a21a,27.0,27.0,1.0,NGII,202410,NGII,202410
라마48a21b,0.0,0.0,,NGII,202410,NGII,202410
라마48a22a,0.0,0.0,,NGII,202410,NGII,202410
라마48a22b,14.0,9.0,0.6428571428571429,NGII,202410,NGII,202410
라마48a23a,27.0,17.0,0.6296296296296297,NGII,202410,NGII,202410
라마48a23b,0.0,0.0,,NGII,202410,NGII,202410
라마48a24a,,,,NGII,202410,NGII,202410
라마48a24b,,,,NGII,202410,NGII,202410
라마48a25a,25.0,12.0,0.48,NGII,202410,NGII,202410
라마48a25b,7.0,0.0,0.0,NGII,202410,NGII,202410
라마48a26a,,,,NGII,202410,NGII,202410
라마48a26b,,,,NGII,202410,NGII,202410
라마48a27a,,,,NGII,202410,NGII,202410
라마48a27b,0.0,0.0,,NGII,202410,NGII,202410
라마48a28a,11.0,8.0,0.7272727272727273,NGII,202410,NGII,202410
라마48a28b,,,,NGII,202410,NGII,202410
라마48a29a,,,,NGII,202410,NGII,202410
라마48a29b,,,,NGII,202410,NGII,202410
라마48a30a,,,,NGII,202410,NGII,202410
라마48a30b,,,,NGII,202410,NGII,202410
라마48a31a,,,,NGII,202410,NGII,202410
라마48a31b,0.0,0.0,,NGII,202410,NGII,202410
라마48a32a,,,,NGII,202410,NGII,202410
라마48a32b,,,,NGII,202410,NGII,202410
라마48a33a,,,,NGII,202410,NGII,202410
라마48a33b,,,,NGII,202410,NGII,202410
라마48a34a,,,,NGII,202410,NGII,202410
라마48a34b,,,,NGII,202410,NGII,202410
라마48a35a,,,,NGII,202410,NGII,202410
라마48a35b,6.0,0.0,0.0,NGII,202410,NGII,202410
라마48a36a,0.0,,,NGII,202410,NGII,202410
라마48a36b,,,,NGII,202410,NGII,202410
라마48a37a,,,,NGII,202410,NGII,202410
라마48a37b,7.0,0.0,0.0,NGII,202410,NGII,202410
라마48a38a,26.0,22.0,0.8461538461538461,NGII,202410,NGII,202410
라마48a38b,16.0,9.0,0.5625,NGII,202410,NGII,202410
라마48a39a,0.0,0.0,,NGII,202410,NGII,202410
라마48a39b,,,,NGII,202410,NGII,202410
라마48b13b,0.0,0.0,,NGII,202410,NGII,202410
라마48b14a,10.0,0.0,0.0,NGII,202410,NGII,202410
라마48b14b,,,,NGII,202410,NGII,202410
라마48b15a,15.0,0.0,0.0,NGII,202410,NGII,202410
라마48b15b,51.0,20.0,0.39215686274509803,NGII,202410,NGII,202410
